"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 10:48:43 CST 2023","Tue Dec 19 10:48:52 CST 2023","9759","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Close MFA, Successful log in using correct username and password",""
"passed","Tue Dec 19 10:48:58 CST 2023","Tue Dec 19 10:49:00 CST 2023","2135","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Invalid email format",""
"passed","Tue Dec 19 10:48:52 CST 2023","Tue Dec 19 10:48:54 CST 2023","1752","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Email and password are empty",""
"passed","Tue Dec 19 10:48:56 CST 2023","Tue Dec 19 10:48:58 CST 2023","2072","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Password is empty",""
"passed","Tue Dec 19 10:49:00 CST 2023","Tue Dec 19 10:49:03 CST 2023","2362","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Incorrect email and password",""
"passed","Tue Dec 19 10:48:54 CST 2023","Tue Dec 19 10:48:56 CST 2023","2002","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Email is empty",""
"passed","Tue Dec 19 10:48:30 CST 2023","Tue Dec 19 10:48:43 CST 2023","12431","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Open MFA, Successful log in using correct username and password",""
"passed","Tue Dec 19 10:49:03 CST 2023","Tue Dec 19 10:49:05 CST 2023","2410","Tests.TestCases.Stream_LP.Login","test_login_lp","TestLpLogin","","","Incorrect email and password",""
"passed","Tue Dec 19 10:48:24 CST 2023","Tue Dec 19 10:48:51 CST 2023","26630","Tests.TestCases.Stream_LP.Login","test_lp_forgot_password","TestLpLogin","","","Test LP forgot password",""
